Address Part 1,Address Part 2,Full Address,Latitude,Longitude
3101 Mall Drive,"Texarkana, Texas 75503-2434","3101 Mall Drive, Texarkana, Texas 75503-2434",33.4595899,-94.077269
2645 S. Hwy 37,"Three Rivers, Texas 78071","2645 S. Hwy 37, Three Rivers, Texas 78071",28.4602717,-98.1825071
1807 W Broadway St,"Van Horn, Texas 79855","1807 W Broadway St, Van Horn, Texas 79855",31.0374243,-104.8543071
2822 US-287,"Vernon, Texas 76384","2822 US-287, Vernon, Texas 76384",34.161776,-99.298265
3107 S Laurent St.,"Victoria, Texas 77901-1454","3107 S Laurent St., Victoria, Texas 77901-1454",28.767478,-96.9790049
701 N I-35,"Bellmead, Texas 76705-2894","701 N I-35, Bellmead, Texas 76705-2894",31.581672,-97.1090561
40900 US-290,"Waller, Texas 77484","40900 US-290, Waller, Texas 77484",30.0717613,-95.9314772
701   South Capital of Texas Highway,"West Lake Hills, Texas 78746","701   South Capital of Texas Highway, West Lake Hills, Texas 78746",30.2916698,-97.8265973
10484  US-59,"Wharton , Texas 77488","10484  US-59, Wharton , Texas 77488",29.3252283,-96.1238737
1780 Littlefield Interchange,"Beaver, Utah 84713","1780 Littlefield Interchange, Beaver, Utah 84713",38.2769149,-112.6410518
Littlefield Interchange,"Beaver, Utah 84713","Littlefield Interchange, Beaver, Utah 84713",38.2769149,-112.6410518
12 N Grayson Parkway,"Blanding, Utah 84511-2840","12 N Grayson Parkway, Blanding, Utah 84511-2840",37.6258474,-109.4732277
5249 West 3650 South,"Cedar City, Utah 84720","5249 West 3650 South, Cedar City, Utah 84720",37.6070195,-113.1604182
62-64 East 12300 South,"Draper, Utah 84020","62-64 East 12300 South, Draper, Utah 84020",40.526562,-111.885826
1765 East Main,"Green River, Utah 84525-4540","1765 East Main, Green River, Utah 84525-4540",38.9939493,-110.1411631
890 N Main St,"Moab, Utah 84532","890 N Main St, Moab, Utah 84532",38.5871081,-109.5579479
16 South Main Street,"Moab, Utah 84532-2503","16 South Main Street, Moab, Utah 84532-2503",38.5728473,-109.5517733
2100 12502 S Main Street,"Nephi, Utah 84648-2035","2100 12502 S Main Street, Nephi, Utah 84648-2035",39.6868386,-111.8372041
3126 Quarry Rd,"Park City, Utah 84098","3126 Quarry Rd, Park City, Utah 84098",40.7507415,-111.5718581
925 Westwood Blvd.,"Price, Utah 84501-4348","925 Westwood Blvd., Price, Utah 84501-4348",39.6010632,-110.832521
1505 S 40 E,"Provo, Utah 84606","1505 S 40 E, Provo, Utah 84606",40.2140498,-111.6562339
20 W 1400 N,"Richfield, Utah 84701-3019","20 W 1400 N, Richfield, Utah 84701-3019",38.7877662,-112.0860941
2312 S. State Street,"South Salt Lake City, Utah 84115-2755","2312 S. State Street, South Salt Lake City, Utah 84115-2755",40.7206139,-111.8887889
1850 South 300 West,"Salt Lake City, Utah 84115","1850 South 300 West, Salt Lake City, Utah 84115",40.7295549,-111.9012471
1038  South 300 West,"Salt Lake City, Utah 84101","1038  South 300 West, Salt Lake City, Utah 84101",40.7464612,-111.9003764
807 Fort Union Blvd,"Midvale, Utah 84047","807 Fort Union Blvd, Midvale, Utah 84047",40.6223107,-111.8688291
1091 N Bluff St,"St. George, Utah 84770-4894","1091 N Bluff St, St. George, Utah 84770-4894",37.1272069,-113.6033535
2120 2120 S Main Street,"Nephi, Utah 84648","2120 2120 S Main Street, Nephi, Utah 84648",39.6777054,-111.8411547
1568 East Saddleback Blvd.,"Tooele, Utah 84074-7600","1568 East Saddleback Blvd., Tooele, Utah 84074-7600",40.6845032,-112.268909
2145 W Main Street,"Tremonton, Utah 84337-9333","2145 W Main Street, Tremonton, Utah 84337-9333",41.7103019,-112.1982103
213 Payne Turnpike,"Berlin, Vermont 05602-9159","213 Payne Turnpike, Berlin, Vermont 05602-9159",44.21331,-72.5763541
499 Canal Street,"Brattleboro, Vermont 05301-7112","499 Canal Street, Brattleboro, Vermont 05301-7112",42.8389843,-72.5672496
194 Woodstock Ave,"Rutland, Vermont 05701","194 Woodstock Ave, Rutland, Vermont 05701",43.6176969,-72.9572217
222 Dorset Street,"South Burlington, Vermont 05403-6243","222 Dorset Street, South Burlington, Vermont 05403-6243",44.4628424,-73.1799793
2000 Memorial Drive,"St Johnsbury , Vermont 05819","2000 Memorial Drive, St Johnsbury , Vermont 05819",44.4603652,-72.0136276
31 Market Street,"Williston, Vermont 05495","31 Market Street, Williston, Vermont 05495",44.4483657,-73.1067954
25016 Lee Highway,"Abingdon, Virginia 24210","25016 Lee Highway, Abingdon, Virginia 24210",36.7117344,-81.9291858
2800 Clarendon Boulevard,"Arlington, Virginia 22201","2800 Clarendon Boulevard, Arlington, Virginia 22201",38.887844,-77.0920599
43300 Southern Walk Plaza,"Ashburn, Virginia 20148","43300 Southern Walk Plaza, Ashburn, Virginia 20148",39.0083148,-77.5029396
12341 Washington Highway Washington Highway,"Ashland, Virginia 23005","12341 Washington Highway Washington Highway, Ashland, Virginia 23005",37.7458092,-77.4718105
5558 Lee Highway,"Atkins, Virginia 24311","5558 Lee Highway, Atkins, Virginia 24311",36.8643772,-81.4330557
10101  James Madison Highway,"Bealeton, Virginia 22712","10101  James Madison Highway, Bealeton, Virginia 22712",38.6199593,-77.799736
1200  Euclid Avenue,"Bristol, Virginia 24201","1200  Euclid Avenue, Bristol, Virginia 24201",36.6025585,-82.1911587
2415  Lee Highway,"Bristol, Virginia 24202","2415  Lee Highway, Bristol, Virginia 24202",36.628378,-82.1490949
25451 Lizzio Center Drive,"South Riding, Virginia 20152","25451 Lizzio Center Drive, South Riding, Virginia 20152",38.9134535,-77.4866365
3267 Proffit Road,"Charlottesville, Virginia 22901","3267 Proffit Road, Charlottesville, Virginia 22901",38.1322829,-78.4345825
2100 Hydraulic Road,"Charlottesville, Virginia 22901-0000","2100 Hydraulic Road, Charlottesville, Virginia 22901-0000",38.0644968,-78.4909952
101  Hillcrest Parkway,"Chesapeake, Virginia 23322","101  Hillcrest Parkway, Chesapeake, Virginia 23322",36.6578537,-76.2249177
11701 Jefferson Davis Highway,"Chester, Virginia 23831","11701 Jefferson Davis Highway, Chester, Virginia 23831",38.188003,-77.5116098
15840  Jefferson Davis Highway,"Colonial Heights, Virginia 23834","15840  Jefferson Davis Highway, Colonial Heights, Virginia 23834",37.244039,-77.4102607
4317 Lankford Highway,"Exmore, Virginia 23350","4317 Lankford Highway, Exmore, Virginia 23350",37.5166207,-75.8313753
9700 Fairfax Boulevard,"Fairfax, Virginia 22031","9700 Fairfax Boulevard, Fairfax, Virginia 22031",38.8645605,-77.2796934
4100 Monument Corner Drive,"Fairfax, Virginia 22030","4100 Monument Corner Drive, Fairfax, Virginia 22030",38.8574603,-77.358887
7501 Leesburg Place,"Falls Church, Virginia 22043","7501 Leesburg Place, Falls Church, Virginia 22043",38.8989474,-77.2002745
2016 S Main Street,"Farmville, Virginia 23901","2016 S Main Street, Farmville, Virginia 23901",37.2721406,-78.4017619
8533 Jefferson Davis Hwy,"Fredericksburg, Virginia 22407","8533 Jefferson Davis Hwy, Fredericksburg, Virginia 22407",38.1941367,-77.5078607
10060 Jefferson Davis Highway,"Fredericksburg, Virginia 22407","10060 Jefferson Davis Highway, Fredericksburg, Virginia 22407",38.225759,-77.5060974
9950 Brook Rd,"Glen Allen, Virginia 23059-6501","9950 Brook Rd, Glen Allen, Virginia 23059-6501",37.6690134,-77.4615962
533 University Boulevard,"Harrisonburg, Virginia 22801","533 University Boulevard, Harrisonburg, Virginia 22801",38.4293851,-78.8560372
15315 Washington Street,"Haymarket, Virginia 20169","15315 Washington Street, Haymarket, Virginia 20169",38.8147991,-77.6430148
17188 Owens Drive,"King George, Virginia 22485","17188 Owens Drive, King George, Virginia 22485",38.353037,-77.0487107
601 California Drive Northeast,"Leesburg, Virginia 20176","601 California Drive Northeast, Leesburg, Virginia 20176",39.1027609,-77.5249268
"1602 Village Market Boulevard, Southeast","Leesburg, Virginia 20737","1602 Village Market Boulevard, Southeast, Leesburg, Virginia 20737",39.0904595,-77.5254858
880 N Lee Hwy,"Lexington, Virginia 24450-3725","880 N Lee Hwy, Lexington, Virginia 24450-3725",37.7973062,-79.4186505
600 E Nelson St,"Lexington, Virginia 24450","600 E Nelson St, Lexington, Virginia 24450",37.7787738,-79.4346981
14480 Wards Road,"Lynchburg, Virginia 24501","14480 Wards Road, Lynchburg, Virginia 24501",37.3251794,-79.190564
4089 S Amherst Hwy,"Madison Heights, Virginia 24572","4089 S Amherst Hwy, Madison Heights, Virginia 24572",37.4662658,-79.1183363
2902 South Seminole Trail,"Madison, Virginia 22727","2902 South Seminole Trail, Madison, Virginia 22727",38.3466082,-78.2863177
10691 Davidson Place,"Manassas, Virginia 20109","10691 Davidson Place, Manassas, Virginia 20109",38.7932806,-77.5156958
7847  Compass Point Lane,"Mechanicsville, Virginia 23111","7847  Compass Point Lane, Mechanicsville, Virginia 23111",37.6134717,-77.3283145
227 Conicville Rd,"Mt. Jackson, Virginia 22842","227 Conicville Rd, Mt. Jackson, Virginia 22842",38.7604409,-78.6324264
12300 Jefferson Avenue,"Newport News, Virginia 23602","12300 Jefferson Avenue, Newport News, Virginia 23602",37.1130886,-76.4946235
5900 E Virginia Beach Blvd,"Norfolk, Virginia 23502-2530","5900 E Virginia Beach Blvd, Norfolk, Virginia 23502-2530",36.858636,-76.2059037
6301 12826A N Military Hwy,"Norfolk, Virginia 23518","6301 12826A N Military Hwy, Norfolk, Virginia 23518",36.9141926,-76.2370231
151 Wagner Road,"Petersburg, Virginia 23805","151 Wagner Road, Petersburg, Virginia 23805",37.190253,-77.3663583
720 London Blvd,"Portsmouth, Virginia 23704","720 London Blvd, Portsmouth, Virginia 23704",36.8372341,-76.3064559
713 Oakland Cir,"Raphine, Virginia 24472","713 Oakland Cir, Raphine, Virginia 24472",37.9319359,-79.2316401
12120 Sunset Hills Rd,"Reston , Virginia 20190","12120 Sunset Hills Rd, Reston , Virginia 20190",38.9549775,-77.3650574
1886 Metro Center Drive,"Reston, Virginia 20190","1886 Metro Center Drive, Reston, Virginia 20190",38.9508877,-77.3407227
20 South Providence Road,"Richmond, Virginia 23236","20 South Providence Road, Richmond, Virginia 23236",37.4961808,-77.5477312
401  Temple Avenue,"Colonial Heights , Virginia 23834","401  Temple Avenue, Colonial Heights , Virginia 23834",37.2582773,-77.4053594
4441 S Laburnum Ave,"Richmond, Virginia 23231-0000","4441 S Laburnum Ave, Richmond, Virginia 23231-0000",37.5299778,-77.3540807
3353 Orange Ave NE,"Roanoke, Virginia 24012","3353 Orange Ave NE, Roanoke, Virginia 24012",37.3001867,-79.8934879
1340 West Main St,"Salem, Virginia 24153","1340 West Main St, Salem, Virginia 24153",37.2891259,-80.0795088
1007 Philpott Road,"South Boston, Virginia 24592","1007 Philpott Road, South Boston, Virginia 24592",36.6868796,-78.9005264
1791 North Mecklenburg Avenue,"South Hill, Virginia 23950-1718","1791 North Mecklenburg Avenue, South Hill, Virginia 23950-1718",36.7481662,-78.1036124
105 Garrisonville Road,"Stafford Courthouse, Virginia 22554","105 Garrisonville Road, Stafford Courthouse, Virginia 22554",38.4672194,-77.4119226
1250 Richmond Avenue,"Stauton, Virginia 24402","1250 Richmond Avenue, Stauton, Virginia 24402",38.1339477,-79.0433694
23055 Oakgrove Road,"Sterling, Virginia 20166","23055 Oakgrove Road, Sterling, Virginia 20166",38.9781239,-77.4114108
13306 Saint John Church Rd,"Stony Creek, Virginia 23882","13306 Saint John Church Rd, Stony Creek, Virginia 23882",36.9777121,-77.395667
119 Hite Lane,"Strasburg, Virginia 22657-3716","119 Hite Lane, Strasburg, Virginia 22657-3716",39.0052152,-78.3378305
1804 Tappahannock,"Tappahannock, Virginia 22560","1804 Tappahannock, Tappahannock, Virginia 22560",37.90354,-76.8659566
1961 Chain Bridge Rd,"Tysons, Virginia 22102","1961 Chain Bridge Rd, Tysons, Virginia 22102",38.9166963,-77.2198577
465 Maple Avenue,"Vienna, Virginia 22180","465 Maple Avenue, Vienna, Virginia 22180",38.895031,-77.2740549
1579 Lynnhaven Pkwy,"Virginia Beach, Virginia 23453","1579 Lynnhaven Pkwy, Virginia Beach, Virginia 23453",36.7957701,-76.1023211
2501 Virginia Beach Boulevard,"Virginia Beach, Virginia 23452","2501 Virginia Beach Boulevard, Virginia Beach, Virginia 23452",36.8407154,-76.0560526
129 Holland Rd,"Suffolk, Virginia 23434","129 Holland Rd, Suffolk, Virginia 23434",36.7173386,-76.6567109
842 Merrimac Trail,"Williamsburg, Virginia 23185","842 Merrimac Trail, Williamsburg, Virginia 23185",37.2662665,-76.6761024
1683 Berryville Pike,"Winchester, Virginia 22602","1683 Berryville Pike, Winchester, Virginia 22602",39.1878988,-78.1259038
2700 Potomac Mills Circle,"Woodbridge, Virginia 22192-4625","2700 Potomac Mills Circle, Woodbridge, Virginia 22192-4625",38.643079,-77.296542
15809  Jefferson Davis Highway,"Woodbridge, Virginia  22191","15809  Jefferson Davis Highway, Woodbridge, Virginia  22191",38.6093595,-77.2906174
15201 Potomac Town Place,"Woodbridge, Virginia 22191","15201 Potomac Town Place, Woodbridge, Virginia 22191",38.6272453,-77.2867572
111  West Resevoir Road,"Woodstock, Virginia 22664","111  West Resevoir Road, Woodstock, Virginia 22664",38.866921,-78.5190619
165 Malin Drive,"Wytheville, Virginia 24382-3430","165 Malin Drive, Wytheville, Virginia 24382-3430",36.9462635,-81.0548233
416 Wishkah Street,"Aberdeen, Washington 98520-4133","416 Wishkah Street, Aberdeen, Washington 98520-4133",46.976675,-123.813932
3438 Stoluckquamish Lane,"Arlington, Washington 98223-9056","3438 Stoluckquamish Lane, Arlington, Washington 98223-9056",48.2143554,-122.1844313
1101 Outlet Collection Way,"Auburn, Washington 98001","1101 Outlet Collection Way, Auburn, Washington 98001",47.2994548,-122.2407262
10333 NE 1st Street,"Bellevue, Washington 98004","10333 NE 1st Street, Bellevue, Washington 98004",47.6110272,-122.2021705
8115 Birch Bay Square,"Blaine, Washington 98230","8115 Birch Bay Square, Blaine, Washington 98230",48.9357532,-122.6653814
19128 112th Avenue NE,"Bothell, Washington 98011","19128 112th Avenue NE, Bothell, Washington 98011",47.7673693,-122.1917133
9394  Old Highway 99 North,"Burlington , Washington 98233","9394  Old Highway 99 North, Burlington , Washington 98233",48.5095413,-122.3372832
9384 Old Highway 99 North,"Burlington, Washington 98233-6815","9384 Old Highway 99 North, Burlington, Washington 98233-6815",48.510144,-122.3393316
1200 Lum Rd,"Centralia, Washington 98531-1848","1200 Lum Rd, Centralia, Washington 98531-1848",46.72984,-122.97733
808  West Davis Street,"Cle Elum , Washington 98922","808  West Davis Street, Cle Elum , Washington 98922",47.1950141,-120.9557055
811 WA-970,"Cle Elum, Washington 98922","811 WA-970, Cle Elum, Washington 98922",47.1890989,-120.903363
1620 Canyon Rd,"Ellensburg, Washington 98926-9738","1620 Canyon Rd, Ellensburg, Washington 98926-9738",46.9768683,-120.5411167
1500 Canyon Road,"Ellensburg, Washington 98926","1500 Canyon Road, Ellensburg, Washington 98926",46.978404,-120.5430194
14579 US-97 Alt,"Entiat, Washington 98822","14579 US-97 Alt, Entiat, Washington 98822",47.6844728,-120.2068622
32015 Pacific Highway South,"Federal Way, Washington 98003","32015 Pacific Highway South, Federal Way, Washington 98003",47.3144868,-122.3155681
100 Fern Hill Road,"Forks, Washington 98331","100 Fern Hill Road, Forks, Washington 98331",47.9425817,-124.3848298
224  Bing Ave,"George, Washington 98848","224  Bing Ave, George, Washington 98848",47.0810458,-119.8624901
1441 E Washington Street,"Sequim, Washington 98382-3503","1441 E Washington Street, Sequim, Washington 98382-3503",48.0708124,-123.0737893
6100 East Lake Sammamish Parkway SE,"Issaquah, Washington 98029","6100 East Lake Sammamish Parkway SE, Issaquah, Washington 98029",47.5487284,-122.0389226
207 Three Rivers Drive,"Kelso, Washington 98626","207 Three Rivers Drive, Kelso, Washington 98626",46.1437112,-122.8989093
2811 West 10th Ave.,"Kennewick, Washington 99336-3104","2811 West 10th Ave., Kennewick, Washington 99336-3104",46.1971868,-119.161627
665 Sleater Kinney Road SE,"Lacey, Washington 98503","665 Sleater Kinney Road SE, Lacey, Washington 98503",47.0429658,-122.8366369
15251 US-2,"Leavenworth, Washington 98826","15251 US-2, Leavenworth, Washington 98826",47.5810996,-120.6144232
1329 US Hwy 2,"Leavenworth, Washington 98826","1329 US Hwy 2, Leavenworth, Washington 98826",47.5987481,-120.6551509
21728 E Mission Ave,"Liberty Lake, Washington 99019","21728 E Mission Ave, Liberty Lake, Washington 99019",47.67381,-117.11301
3625 148th St SW,"Lynnwood, Washington 98087","3625 148th St SW, Lynnwood, Washington 98087",47.8645283,-122.2825687
2902 164th Street SW,"Lynnwood, Washington 98087","2902 164th Street SW, Lynnwood, Washington 98087",47.8489888,-122.2716377
18805 US-2,"Monroe, Washington 98272-1438","18805 US-2, Monroe, Washington 98272-1438",47.8634278,-121.9769798
2709 West Broadway Avenue,"Moses Lake, Washington 98837","2709 West Broadway Avenue, Moses Lake, Washington 98837",47.1039733,-119.309589
46600 SE North Bend Way,"North Bend, Washington 98045","46600 SE North Bend Way, North Bend, Washington 98045",47.4683522,-121.7169334
4905 North Road 68,"Pasco, Washington 99301","4905 North Road 68, Pasco, Washington 99301",46.2723134,-119.1832101
601 SW 41st St,"Renton, Washington 98057","601 SW 41st St, Renton, Washington 98057",47.4427257,-122.2266848
125 N 65th Ave,"Ridgefield, Washington 98642","125 N 65th Ave, Ridgefield, Washington 98642",45.817417,-122.682931
105 W Galbreath Way,"Ritzville, Washington 99169-2126","105 W Galbreath Way, Ritzville, Washington 99169-2126",47.1166834,-118.3677388
430-710 228th Ave NE,"Sammamish, Washington 98074","430-710 228th Ave NE, Sammamish, Washington 98074",47.614728,-122.0337434
1201 Second Avenue,"Seattle, Washington 98101","1201 Second Avenue, Seattle, Washington 98101",47.6067572,-122.3371319
401 NE Northgate Way,"Seattle, Washington 98125","401 NE Northgate Way, Seattle, Washington 98125",47.7057473,-122.3258419
1416 NW Ballard Way,"Seattle, Washington 98107","1416 NW Ballard Way, Seattle, Washington 98107",47.6625078,-122.374855
601 Union Street,"Seattle, Washington 98101","601 Union Street, Seattle, Washington 98101",47.6103678,-122.3323013
10506 West Aero Road,"Spokane, Washington 99224","10506 West Aero Road, Spokane, Washington 99224",47.5901747,-117.5612412
2008  Durry Road,"Sprague, Washington 99032","2008  Durry Road, Sprague, Washington 99032",47.2089594,-118.2268647
2221 S 40th St,"Tacoma, Washington 98409","2221 S 40th St, Tacoma, Washington 98409",47.2216639,-122.466789
333 Strander Boulevard,"Tukwila, Washington 98188","333 Strander Boulevard, Tukwila, Washington 98188",47.4556563,-122.2565848
10600 Quil Ceda Blvd,"Tulalip, Washington 98271","10600 Quil Ceda Blvd, Tulalip, Washington 98271",48.093359,-122.1876579
